,Country_Year,Country,Year_x,Emissions.Production.CO2.Total,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth
523,Chile_2008,Chile,2008,70.795,22.4185267076602,87.926,1.26084497814301
524,Chile_2009,Chile,2009,65.901,22.636798416208,88.155,1.2290186983786
525,Chile_2011,Chile,2011,78.064,23.0666064137119,88.586,1.17004488742691
526,Chile_2012,Chile,2012,79.684,23.2786874001388,88.79,1.14525010904383
527,Thailand_1992,Thailand,1992,105.964,111.930795278827,29.593,1.63032574496449
528,Denmark_1993,Denmark,1993,60.626,121.880037709168,84.898,0.362491945600727
529,Denmark_1995,Denmark,1995,61.602,122.700447796371,84.952,0.369501788366392
530,Denmark_1996,Denmark,1996,74.852,123.341338675465,84.979,0.552739607925013
531,Denmark_1997,Denmark,1997,65.451,124.041338675465,85.006,0.597701841387743
532,Denmark_1998,Denmark,1998,61.219,124.557883572944,85.033,0.447306501950859
533,Denmark_1999,Denmark,1999,58.635,125.011053499882,85.06,0.394925758315833
534,Denmark_2000,Denmark,2000,54.292,125.425382983738,85.086,0.361443444422167
535,Denmark_2001,Denmark,2001,55.879,125.84529813811,85.1,0.350679180938332
536,Denmark_2002,Denmark,2002,55.538,126.297030403017,85.15,0.417063623089164
537,Denmark_2003,Denmark,2003,60.626,126.701178411501,85.25,0.436848120119594
538,Denmark_2004,Denmark,2004,55.076,127.046288003771,85.36,0.400964130257149
539,Denmark_2005,Denmark,2005,51.506,127.375041244403,85.566,0.499468403225543
540,Denmark_2008,Denmark,2008,51.22,128.716427056328,86.293,0.669712104371388
541,Denmark_2009,Denmark,2009,48.816,129.474923403252,86.487,0.812104326450457
542,Denmark_2010,Denmark,2010,49.171,130.169573415037,86.654,0.727990766226651
543,Denmark_2011,Denmark,2011,44.215,130.749069054914,86.795,0.606766049074667
544,Denmark_2013,Denmark,2013,41.746,131.783455102522,87.142,0.588807879418738
545,Philippines_1992,Philippines,1992,48.293,212.886772646477,48.53,2.31269670658826
546,Philippines_1996,Philippines,1996,61.255,233.445816145152,48.29,2.13622191437618
547,Philippines_1997,Philippines,1997,70.062,238.738699399671,48.23,2.11763569269657
548,Philippines_2000,Philippines,2000,72.348,254.948539423819,48.05,2.03584894104013
549,Philippines_2002,Philippines,2002,70.156,265.948136968843,47.684,1.5307315837367
550,Philippines_2003,Philippines,2003,70.215,271.501666834356,47.414,1.49886053391661
551,Philippines_2005,Philippines,2005,73.272,282.494311969682,46.872,1.37355332127769
552,Philippines_2006,Philippines,2006,66.524,287.826454707046,46.603,1.29437084759218
553,Philippines_2008,Philippines,2008,77.301,298.070053996043,46.063,1.12798935880782
554,Philippines_2009,Philippines,2009,76.492,303.086450682497,45.793,1.08107385507018
555,Philippines_2010,Philippines,2010,82.953,308.167823724721,45.524,1.0734871940189
556,Philippines_2011,Philippines,2011,83.743,313.39276922561,45.255,1.08862382369311
557,Portugal_1992,Portugal,1992,50.982,108.855027322404,48.469,0.919091047657425
558,Portugal_1993,Portugal,1993,49.496,108.770426229508,49.13,1.27679359711296
559,Portugal_1994,Portugal,1994,50.277,108.903551912568,49.789,1.45474504705145
560,Portugal_1995,Portugal,1995,54.543,109.196994535519,50.449,1.58596620556751
561,Portugal_1997,Portugal,1997,54.711,109.988469945355,51.77,1.66101801268823
562,Portugal_1998,Portugal,1998,59.268,110.48062295082,52.428,1.7094550472021
563,Portugal_1999,Portugal,1999,66.906,111.040393442623,53.086,1.75264848238131
564,Portugal_2003,Portugal,2003,64.654,113.87574863388,55.666,1.67133444032998
565,Portugal_2004,Portugal,2004,67.495,114.304054644809,56.287,1.48482053370472
566,Portugal_2005,Portugal,2005,69.713,114.577715846995,56.907,1.33460087073959
567,Portugal_2007,Portugal,2007,62.447,115.035399584563,58.137,1.24382847284665
568,Portugal_2008,Portugal,2008,60.123,115.261440909588,58.749,1.2434824546765
569,Portugal_2009,Portugal,2009,57.224,115.427757734776,59.359,1.17714751506627
570,Portugal_2010,Portugal,2010,53.017,115.53784847491,59.964,1.10940421451619
571,Portugal_2011,Portugal,2011,51.815,115.59090412157,60.567,1.04647758108964
572,Portugal_2012,Portugal,2012,49.979,115.421012353777,61.167,0.838690636147976
573,Portugal_2013,Portugal,2013,48.182,114.803406485424,61.758,0.556137788253213
574,Morocco_1993,Morocco,1993,26.779,57.2925431324221,49.844,3.21141725435299
575,Morocco_1994,Morocco,1994,28.124,58.2575509746807,50.569,3.11438392711285
576,Morocco_1995,Morocco,1995,28.75,59.2007819852117,51.295,3.03155796146201
577,Morocco_1996,Morocco,1996,29.525,60.1234438718351,51.692,2.31748467126121
578,Morocco_1997,Morocco,1997,29.978,61.0287922921802,52.022,2.13096054802884
579,Morocco_1998,Morocco,1998,30.881,61.9142303383374,52.35,2.06895285318509
580,Morocco_2000,Morocco,2000,33.199,63.5765247591306,53.007,1.90169205398603
581,Morocco_2001,Morocco,2001,36.806,64.3292023302711,53.335,1.79381658068721
582,Morocco_2002,Morocco,2002,37.306,65.026116961685,53.662,1.6887666677547
583,Morocco_2005,Morocco,2005,44.661,66.8963029352453,54.644,1.50489709810428
584,Morocco_2006,Morocco,2006,46.249,67.5004369258346,55.126,1.77724515555108
585,Morocco_2008,Morocco,2008,51.369,68.7140622899395,56.153,1.80864005052279
586,Morocco_2009,Morocco,2009,50.86,69.3595137799686,56.665,1.84260514862249
587,Morocco_2011,Morocco,2011,54.868,70.8993053999552,57.684,2.04907942110837
588,Morocco_2013,Morocco,2013,56.606,72.8683464037643,58.697,2.29571719921825
589,Switzerland_1992,Switzerland,1992,46.009,172.025044903742,73.781,2.06228209625296
590,Switzerland_1994,Switzerland,1994,42.676,175.523413190316,73.679,0.84151263931515
591,Switzerland_1995,Switzerland,1995,43.413,176.928204609274,73.629,0.729272476726969
592,Switzerland_1998,Switzerland,1998,44.615,179.343385533939,73.476,0.171515949830117
593,Switzerland_1999,Switzerland,1999,44.446,179.881622223347,73.424,0.226328524821519
594,Switzerland_2000,Switzerland,2000,43.618,180.746135357369,73.373,0.407448016457414
595,Switzerland_2001,Switzerland,2001,45.082,181.769304726242,73.322,0.492417448567961
596,Switzerland_2002,Switzerland,2002,43.468,182.9277635807,73.322,0.632775647600983
597,Switzerland_2003,Switzerland,2003,44.652,182.118825,73.36,0.808277148395158
598,Switzerland_2004,Switzerland,2004,45.236,183.475025,73.398,0.79370266468567
599,Switzerland_2005,Switzerland,2005,45.788,184.740625,73.436,0.739183960002048
600,Switzerland_2006,Switzerland,2006,45.373,185.927875,73.474,0.692336456678912
601,Switzerland_2007,Switzerland,2007,43.368,187.09835,73.512,0.679269753268039
602,Switzerland_2009,Switzerland,2009,43.534,191.191875,73.588,1.32226082224108
603,Switzerland_2011,Switzerland,2011,40.985,195.622725,73.663,1.093155085224
604,Iraq_1992,Iraq,1992,58.889,41.1776413562887,69.522,2.50749230682436
605,Iraq_1993,Iraq,1993,63.13,42.4058508814048,69.337,2.67263759481149
606,Uruguay_1993,Uruguay,1993,4.439,18.0245514798309,89.627,1.08386572108015
607,Uruguay_1995,Uruguay,1995,4.557,18.2906810650211,90.245,1.0711885648861
608,Uruguay_1996,Uruguay,1996,5.405,18.4229402354017,90.542,1.04904639085597
609,Uruguay_1997,Uruguay,1997,5.514,18.5555079419495,90.835,1.04008781733426
610,Uruguay_1999,Uruguay,1999,6.682,18.8074334361787,91.45,0.97583147034909
611,Uruguay_2002,Uruguay,2002,4.558,19.0078962404297,92.303,0.476497215716225
612,Uruguay_2003,Uruguay,2003,4.527,19.0121129013827,92.569,0.309936917887126
613,Uruguay_2004,Uruguay,2004,5.565,19.0001771226146,92.828,0.216631894636576
614,Uruguay_2005,Uruguay,2005,5.727,18.9910981602103,93.078,0.221141521619316
615,Uruguay_2006,Uruguay,2006,6.597,18.9987144326363,93.319,0.29867300975399
616,Uruguay_2007,Uruguay,2007,5.948,19.0276368415038,93.553,0.402572281428003
617,Uruguay_2008,Uruguay,2008,8.202,19.0743000799909,93.779,0.486214942284844
618,Uruguay_2009,Uruguay,2009,7.947,19.1343732144898,93.998,0.547703086099516
619,Uruguay_2013,Uruguay,2013,7.492,19.3992286595818,94.803,0.54884992666584
620,Cyprus_1993,Cyprus,1993,5.759,86.6515151515152,67.598,2.82104701075857
621,Cyprus_1994,Cyprus,1994,6.001,88.6162337662338,67.792,2.52859356289133
622,Cyprus_1995,Cyprus,1995,5.872,90.602380952381,67.915,2.39783445846816
623,Cyprus_1996,Cyprus,1996,6.222,92.5745670995671,68.038,2.33446581068229
624,Cyprus_1998,Cyprus,1998,6.607,96.3996753246753,68.283,2.16156898008777
625,Cyprus_2000,Cyprus,2000,7.12,100.161363636364,68.527,2.08171575982069
626,Cyprus_2001,Cyprus,2001,6.994,102.087337662338,68.648,2.08112154601886
627,Cyprus_2002,Cyprus,2002,7.184,104.056385281385,68.769,2.08649562471824
628,Cyprus_2004,Cyprus,2004,7.801,108.024025974026,68.553,1.6412953632564
629,Cyprus_2005,Cyprus,2005,7.955,109.937229437229,68.41,1.54674924434582
630,Cyprus_2006,Cyprus,2006,8.183,111.751731601732,68.268,1.4293223713416
631,Cyprus_2007,Cyprus,2007,8.502,113.453896103896,68.125,1.30197950770958
632,Cyprus_2008,Cyprus,2008,8.714,115.053571428571,67.982,1.18995583861366
633,Cyprus_2009,Cyprus,2009,8.469,116.568073593074,67.839,1.0971632676424
634,Cyprus_2013,Cyprus,2013,6.581,122.185497835498,67.261,0.896320081043538
635,Qatar_1993,Qatar,1993,30.684,42.1710594315245,93.763,1.42315633679358
636,Qatar_1994,Qatar,1994,30.304,42.3769164513351,94.203,0.955192055866591
637,Qatar_1996,Qatar,1996,31.668,43.1657192075797,94.998,1.61904850071222
638,Qatar_2000,Qatar,2000,34.012,49.2812230835487,96.105,4.10857279872871
639,Qatar_2001,Qatar,2001,41.214,51.1363479758829,96.311,3.90934022325604
640,Qatar_2002,Qatar,2002,40.703,52.6966408268734,96.506,3.20774897984713
641,Qatar_2004,Qatar,2004,42.711,56.868044788975,96.868,4.9103475979053
642,Qatar_2005,Qatar,2005,50.69,62.0484926787252,97.105,8.9626945555225
643,Qatar_2006,Qatar,2006,63.197,70.7285960378984,97.449,13.4469620995746
644,Qatar_2007,Qatar,2007,62.901,83.3421188630491,97.754,16.7229695997959
645,Qatar_2009,Qatar,2009,68.597,117.064082687339,98.261,16.7360048259562
646,Qatar_2011,Qatar,2011,79.648,150.707407407407,98.655,11.4029182425712
647,Qatar_2012,Qatar,2012,92.304,164.591042204996,98.812,8.97136990369804
648,Qatar_2013,Qatar,2013,82.697,176.616192937123,98.946,7.18707657059303
649,Italy_1994,Italy,1994,425.797,193.233215463602,66.802,0.150993200701863
650,Italy_1995,Italy,1995,449.826,193.272585087212,66.862,0.110149317664983
651,Italy_1997,Italy,1997,449.754,193.329981979531,66.982,0.117720946939261
652,Italy_1999,Italy,1999,466.425,193.487960286967,67.102,0.118229703401032
653,Italy_2000,Italy,2000,470.493,193.520509333243,67.162,0.106198406299854
654,Italy_2005,Italy,2005,502.26,196.115207044265,67.62,0.823321280014444
655,Italy_2006,Italy,2006,496.892,197.081267423676,67.738,0.665741727415553
656,Italy_2011,Italy,2011,424.278,201.527901679472,68.327,0.480438950517546
657,Italy_2012,Italy,2012,403.447,201.874784116407,68.444,0.343066345015609
658,Netherlands_1994,Netherlands,1994,170.788,452.913744075829,71.1,1.93813794907786
659,Netherlands_1995,Netherlands,1995,172.3,455.65278436019,71.962,1.80802281691116
660,Netherlands_1996,Netherlands,1996,181.453,457.90894549763,72.809,1.66406636064987
661,Netherlands_1999,Netherlands,1999,169.937,465.260930094787,75.25,1.68142954014443
662,Netherlands_2000,Netherlands,2000,171.085,468.367535545024,76.03,1.696704929282
663,Netherlands_2003,Netherlands,2003,179.009,478.345053317536,79.113,2.27331417624889
664,Netherlands_2004,Netherlands,2004,180.896,480.607286729858,80.341,2.01210346020247
665,Netherlands_2006,Netherlands,2006,172.098,483.408412322275,82.63,1.59346880368831
666,Netherlands_2007,Netherlands,2007,171.881,484.185456161137,83.636,1.37073677080826
667,Netherlands_2009,Netherlands,2009,169.539,487.132494075829,85.402,1.40494528793482
668,Netherlands_2010,Netherlands,2010,181.538,490.079691669137,86.242,1.49306321225949
669,Netherlands_2011,Netherlands,2011,168.271,492.599881411207,87.061,1.45809589920064
670,Netherlands_2012,Netherlands,2012,164.7,494.902875778239,87.837,1.35380734608355
671,Israel_1994,Israel,1994,47.475,243.1146025878,90.666,2.7695452221672
672,Israel_1996,Israel,1996,51.936,256.238447319778,90.866,2.77731068326729
673,Israel_1997,Israel,1997,54.866,263.031423290203,90.943,2.70121277101998
674,Israel_1999,Israel,1999,54.756,275.924214417745,91.074,2.35828768280128
675,Israel_2003,Israel,2003,62.415,303.604436229205,91.33,2.08306502848675
676,Israel_2004,Israel,2004,58.679,309.135859519408,91.393,1.8744844325013
677,Israel_2005,Israel,2005,56.524,314.648798521257,91.456,1.83652448597197
678,Israel_2006,Israel,2006,62.149,320.244916820702,91.518,1.83066879022281
679,Israel_2008,Israel,2008,67.98,331.797597042514,91.641,1.84268754417262
680,Israel_2009,Israel,2009,63.861,337.744916820702,91.702,1.8431310987376
681,Israel_2011,Israel,2011,68.595,352.292051756007,91.824,1.89320115452923
682,Israel_2013,Israel,2013,63.132,365.549907578558,91.949,1.91469575954962
683,Malaysia_1992,Malaysia,1992,72.961,56.9470795921473,50.576,4.26076620844788
684,Malaysia_1996,Malaysia,1996,113.442,63.0813392177751,55.688,4.87158917829258
685,Malaysia_1997,Malaysia,1997,122.085,64.708053568711,56.969,4.82032669175091
686,Malaysia_1998,Malaysia,1998,114.238,66.3699132552123,58.237,4.73718021325044
687,Malaysia_2000,Malaysia,2000,126.203,69.6881692284279,60.742,4.46380068684374
688,Malaysia_2003,Malaysia,2003,156.521,74.3077005022067,63.856,3.49281046551842
689,Malaysia_2004,Malaysia,2004,171.102,75.7591051590321,64.78,3.37104325482873
690,Malaysia_2005,Malaysia,2005,181.333,77.2031319433876,65.694,3.28920764472247
691,Malaysia_2006,Malaysia,2006,178.785,78.6591569015371,66.594,3.22908982350008
692,Malaysia_2010,Malaysia,2010,215.935,84.5847633541318,70.075,2.99192695216661
693,Malaysia_2011,Malaysia,2011,216.994,86.062501902298,70.912,2.91931958191962
694,Iceland_1992,Iceland,1992,2.255,2.57154114713217,90.932,1.35933805146219
695,Iceland_1995,Iceland,1995,2.467,2.65357605985037,91.46,1.05609906282791
696,Iceland_1998,Iceland,1998,2.638,2.7045187032419,91.96,0.996408787137823
697,Iceland_1999,Iceland,1999,2.84,2.73363591022444,92.121,1.24597055347544
698,Iceland_2001,Iceland,2001,2.863,2.80503740648379,92.401,1.51427858666661
699,Iceland_2007,Iceland,2007,3.496,3.03024438902743,93.159,2.47851963814189
700,Iceland_2009,Iceland,2009,3.728,3.16622443890274,93.395,1.98483023000493
701,Iceland_2013,Iceland,2013,3.483,3.19916209476309,93.84,0.645018361719184
702,Poland_1995,Poland,1995,362.877,125.837121682066,61.449,0.28426952176847
703,Poland_1996,Poland,1996,377.563,126.008025074276,61.493,0.20729995907156
704,Poland_1998,Poland,1998,339.346,126.186489927846,61.583,0.138552902392538
705,Poland_2000,Poland,2000,317.692,126.221133566228,61.672,0.0646909836665849
706,Poland_2001,Poland,2001,313.823,124.909820758105,61.716,-0.973016273174752
707,Poland_2002,Poland,2002,306.584,124.875366482745,61.761,0.0453020282998503
708,Poland_2003,Poland,2003,319.598,124.81753893369,61.787,-0.0042291273468744
709,Poland_2004,Poland,2004,324.413,124.753689916405,61.676,-0.247301959358141
710,Poland_2006,Poland,2006,337.29,124.589315444129,61.452,-0.226039605840911
711,Poland_2008,Poland,2008,330.454,125.293541495481,61.229,-0.237058174108073
712,Poland_2009,Poland,2009,316.84,125.322986654395,61.116,-0.171087005249751
713,Poland_2010,Poland,2010,334.888,125.416183431953,61.004,-0.115663063732749
714,Poland_2011,Poland,2011,334.306,125.521640368179,60.892,-0.099714543379479
715,Poland_2012,Poland,2012,326.702,126.694581620911,60.78,0.729577618543011
716,Poland_2013,Poland,2013,322.614,125.843749591797,60.688,-0.14702708048906
717,Hungary_1993,Hungary,1993,63.389,115.381562256593,65.587,-0.231053829392222
718,Hungary_1995,Hungary,1995,61.391,115.105219229913,65.335,-0.329547514669628
719,Hungary_1996,Hungary,1996,63.025,114.945081237481,65.209,-0.332255420549398
720,Hungary_1997,Hungary,1997,61.624,114.747807700868,65.083,-0.365186965281562
721,Hungary_1998,Hungary,1998,61.164,114.593385300668,64.956,-0.396785894629779
722,Hungary_1999,Hungary,1999,61.664,114.32706013363,64.829,-0.428381368360846
723,Hungary_2001,Hungary,2001,59.968,113.936297701406,64.575,-0.456240196646938
724,Hungary_2003,Hungary,2003,61.756,113.352019638474,65.081,0.348782883752427
725,Hungary_2005,Hungary,2005,60.278,112.777795135015,65.896,0.398121565451941
726,Hungary_2006,Hungary,2006,59.642,112.566287244727,66.354,0.49374880139025
727,Hungary_2008,Hungary,2008,57.248,112.217163263029,67.368,0.597526369561783
728,Hungary_2010,Hungary,2010,52.069,110.710814094775,68.366,0.573246961690163
729,Hungary_2012,Hungary,2012,46.758,110.148315475533,69.348,0.424270888910431
730,Myanmar_1992,Myanmar,1992,4.842,65.4625378706736,24.724,2.17807134905439
731,Myanmar_1994,Myanmar,1994,6.196,67.4062949475166,25.086,2.2013733537566
732,Myanmar_1998,Myanmar,1998,8.036,71.4025996878538,26.042,2.49021535683643
733,Myanmar_2001,Myanmar,2001,8.681,74.1393028735808,26.968,2.32184557453845
734,Myanmar_2003,Myanmar,2003,9.779,75.3761254093093,27.689,2.09696335565874
735,Myanmar_2004,Myanmar,2004,12.37,75.8593995776846,28.081,2.04489972658074
736,Myanmar_2007,Myanmar,2007,12.794,77.2798598252406,29.386,2.1977141215852
737,Myanmar_2008,Myanmar,2008,9.722,77.77720498225,29.865,2.26603815647081
738,Myanmar_2011,Myanmar,2011,15.068,79.4955010256253,31.405,2.43786344136318
739,Myanmar_2012,Myanmar,2012,11.893,80.1340338900029,31.935,2.47816167769881
740,Mexico_1994,Mexico,1994,351.528,47.148242495949,72.598,2.62751758215702
741,Mexico_1999,Mexico,1999,390.516,51.7908727076314,74.186,2.06039926361063
742,Mexico_2002,Mexico,2002,411.968,54.1885732657733,75.045,1.83305761203365
743,Mexico_2004,Mexico,2004,438.857,55.5859523135883,75.682,1.6606988353278
744,Mexico_2005,Mexico,2005,463.993,56.2676766377736,75.997,1.63432502765473
745,Mexico_2006,Mexico,2006,476.565,56.9622809228632,76.308,1.63529809719802
746,Mexico_2007,Mexico,2007,479.787,57.6746799043185,76.617,1.6470137924724
747,Mexico_2008,Mexico,2008,492.98,58.4016147534659,76.923,1.65112314989511
748,Mexico_2010,Mexico,2010,463.783,59.8897872887677,77.527,1.64509441034289
749,Mexico_2011,Mexico,2011,484.165,60.6427140615757,77.825,1.63299565747443
750,Mexico_2012,Mexico,2012,496.3,61.4013904678618,78.118,1.61907704889628
751,Mexico_2013,Mexico,2013,490.13,62.1659389387587,78.407,1.60674652283755
752,Tunisia_1992,Tunisia,1992,14.891,53.5414521112255,58.756,3.37699633933561
753,Tunisia_1995,Tunisia,1995,15.547,56.7417610710608,61.078,2.98776706674062
754,Tunisia_1997,Tunisia,1997,16.747,58.504763130793,61.87,2.10277499574839
755,Tunisia_2003,Tunisia,2003,20.926,62.9627960865088,64.202,1.7132232273616
756,Tunisia_2006,Tunisia,2006,22.602,64.5532955715757,65.098,1.22781520329423
757,Tunisia_2007,Tunisia,2007,23.684,65.1898815653965,65.266,1.23905276811885
758,Tunisia_2008,Tunisia,2008,24.333,65.8155252317199,65.433,1.21070613378491
759,Tunisia_2010,Tunisia,2010,27.101,67.1961894953656,65.767,1.31877222167457
760,Tunisia_2011,Tunisia,2011,25.526,67.9010041194645,65.934,1.29703489410894
761,Tunisia_2012,Tunisia,2012,26.306,68.7036560247168,66.1,1.42660675321237
762,United Kingdom_1993,United Kingdom,1993,578.635,238.0043896995,78.172,0.347213792691497
763,United Kingdom_1996,United Kingdom,1996,588.188,239.817426528335,78.353,0.341153613981391
764,United Kingdom_2001,United Kingdom,2001,576.314,243.427908899268,78.651,0.433615661051976
765,United Kingdom_2002,United Kingdom,2002,560.066,244.366854048692,78.751,0.512040255282785
766,United Kingdom_2003,United Kingdom,2003,571.472,245.40354234696,79.047,0.798501015283694
767,United Kingdom_2004,United Kingdom,2004,572.904,246.548906708552,79.339,0.834359753141167
768,United Kingdom_2005,United Kingdom,2005,569.962,247.955627660894,79.629,0.93379733417362
769,United Kingdom_2007,United Kingdom,2007,559.236,251.50589013351,80.199,1.08979547464129
770,United Kingdom_2010,United Kingdom,2010,511.632,257.414417393461,81.031,1.09510526789302
771,Greece_1992,Greece,1992,84.983,79.5678200155159,71.635,1.20859248879624
772,Greece_1994,Greece,1994,86.442,81.1910628394104,71.878,1.08674718928708
773,Greece_1995,Greece,1995,86.979,81.8699379363848,71.998,0.999480159141256
774,Greece_1996,Greece,1996,89.132,82.5010473235066,72.119,0.935831731329537
775,Greece_1997,Greece,1997,93.821,83.081249030256,72.239,0.867053158872533
776,Greece_1998,Greece,1998,98.642,83.6035996896819,72.358,0.79135917088198
777,Greece_1999,Greece,1999,97.958,84.0564778898371,72.478,0.705932627321137
778,Greece_2000,Greece,2000,102.999,84.4265321955004,72.597,0.60334089547191
779,Greece_2003,Greece,2003,109.09,85.2111947245927,73.303,0.824839875994622
780,Greece_2005,Greece,2005,113.931,85.7698138091544,74.073,0.858656381422866
781,Greece_2006,Greece,2006,112.472,86.0582854926299,74.452,0.846127719419459
782,Greece_2007,Greece,2007,114.592,86.330077579519,74.827,0.817737765788183
783,Greece_2008,Greece,2008,111.125,86.602032583398,75.199,0.810437913145068
784,Greece_2009,Greece,2009,104.355,86.7838557020946,75.568,0.699226262377636
785,Greece_2010,Greece,2010,97.361,86.7888673390225,75.932,0.486301804878583
786,Greece_2011,Greece,2011,94.55,86.5279596586501,76.292,0.171914858878524
787,Greece_2012,Greece,2012,91.431,86.2933514352211,76.649,0.195350523893619
